Artist,Song,Album,Date
Tim Atlas,All Talk!,Compromised,"March 31, 2019 at 09:05PM"
Sofi Tukker,Soft Animals,Moon Tattoo,"March 31, 2019 at 09:12PM"
"The Internet, KAYTRANADA",Ego Death,Girl,"March 31, 2019 at 09:20PM"
Sufjan Stevens,Call Me by Your Name (Original Motion Picture Soundtrack),Mystery of Love,"March 31, 2019 at 09:28PM"
Clem Beatz,Daydream,Daydream,"March 31, 2019 at 09:32PM"
Billie Eilish,bitches broken hearts,bitches broken hearts,"March 31, 2019 at 09:35PM"
The Breed,Chillhop Essentials Winter 2017,Salmiakki,"March 31, 2019 at 09:48PM"
Through & Through,Youth.,Rose Dr,"March 31, 2019 at 09:48PM"
Ghost Loft,So High,So High,"March 31, 2019 at 09:55PM"
"Daniel Caesar, Kali Uchis",Freudian,Get You (feat. Kali Uchis),"March 31, 2019 at 10:00PM"
Daniel Caesar,Pilgrim's Paradise,Death & Taxes,"March 31, 2019 at 10:07PM"
"Alina Baraz, Khalid",The Color Of You,Electric (feat. Khalid),"March 31, 2019 at 10:10PM"
Tycho,Awake,Awake,"March 31, 2019 at 10:18PM"
PU$$EIDXN,For the Love of Pu$$,It Could Happen to You,"March 31, 2019 at 10:25PM"
"YOSIE, LO",Lights,For a Ride,"March 31, 2019 at 10:34PM"
"YOSIE, LO",Lights,Lights,"March 31, 2019 at 10:38PM"
"YOSIE, LO",Lights,She Drives Me Crazy,"March 31, 2019 at 10:41PM"
"YOSIE, LO",Lights,Run,"March 31, 2019 at 10:41PM"
"YOSIE, LO, FiFi Rong",Lights,Sedated,"March 31, 2019 at 10:41PM"
"YOSIE, LO",Lights,For a Ride,"March 31, 2019 at 10:41PM"
"YOSIE, LO",Lights,Us Alone,"March 31, 2019 at 10:41PM"
"YOSIE, LO",Lights,Go There,"March 31, 2019 at 10:41PM"
"YOSIE, LO",Lights,Wave,"March 31, 2019 at 10:41PM"
"YOSIE, LO, Austin Paul",Lights,My Splendor,"March 31, 2019 at 10:41PM"
"YOSIE, LO",Lights,Galaxies,"March 31, 2019 at 10:41PM"
"YOSIE, LO",Lights,The Sea,"March 31, 2019 at 10:41PM"
"Golden Vessel, Emerson Leif",Hesitate,Hesitate,"March 31, 2019 at 11:40PM"
"Bearson, Kailee Morgue, SYRE",Go To Sleep (feat. Kailee Morgue) [Remixes],Go to Sleep (feat. Kailee Morgue) - SYRE Remix,"April 1, 2019 at 10:20AM"
"ZHU, Tame Impala",My Life,My Life,"April 1, 2019 at 03:42PM"
Tame Impala,Lonerism,Elephant,"April 1, 2019 at 03:51PM"
Tame Impala,Currents,Yes I'm Changing,"April 1, 2019 at 03:54PM"
Tame Impala,Currents,Cause I'm A Man,"April 1, 2019 at 03:58PM"
Tame Impala,Currents,The Moment,"April 1, 2019 at 04:14PM"
Bloc Party,Silent Alarm (U.S. Version),Banquet,"April 1, 2019 at 04:24PM"
"The Chain Gang Of 1974, Alisa Xayalith, AOBeats",Forget (AObeats Remix),Forget - AObeats Remix,"April 1, 2019 at 04:25PM"
The Chain Gang Of 1974,FELT,I Still Wonder,"April 1, 2019 at 04:31PM"
MGMT,Oracular Spectacular,Kids,"April 1, 2019 at 05:43PM"
MGMT,Oracular Spectacular,Time to Pretend,"April 1, 2019 at 05:56PM"
Awake The Rapper,Wake Up,out.of.this.world,"April 1, 2019 at 06:06PM"
Klaxons,Myths Of The Near Future,Golden Skans,"April 1, 2019 at 06:17PM"
Foals,Part 1 Everything Not Saved Will Be Lost,In Degrees,"April 1, 2019 at 06:19PM"
White Lies,Tokyo,Tokyo,"April 1, 2019 at 06:24PM"
Real Estate,Atlas,Had To Hear,"April 1, 2019 at 06:29PM"
Scavenger Hunt,Ghosts,Ghosts,"April 1, 2019 at 06:47PM"
Mansionair,Shadowboxer,Technicolour,"April 1, 2019 at 06:57PM"
Small Black,Limits of Desire,Breathless,"April 1, 2019 at 07:02PM"
Beach Fossils,Somersault,Sugar,"April 1, 2019 at 08:09PM"
Wild Nothing,Indigo,Through Windows,"April 1, 2019 at 08:13PM"
Beauvois,Marks,Marks,"April 1, 2019 at 08:16PM"
"INZO, NoVet",Visionaries (feat. Novet),Visionaries (feat. Novet),"April 1, 2019 at 11:12PM"
"Antics, INZO",Your Love (Inzo Remix),Your Love (Inzo Remix),"April 1, 2019 at 11:17PM"
Vacation Manor,A Toast and a Spirit,A Toast and a Spirit,"April 2, 2019 at 11:48AM"
INZO,Wonder,Wonder,"April 3, 2019 at 09:49PM"
"Drugdealer, Weyes Blood",The End Of Comedy,Suddenly,"April 3, 2019 at 10:59PM"
Still Woozy,Goodie Bag,Goodie Bag,"April 4, 2019 at 12:26PM"
"Sophie Meiers, Michael Mason",Don't Be Scared,Don't Be Scared,"April 4, 2019 at 12:33PM"
slenderbodies,king (acoustic),king - acoustic,"April 4, 2019 at 01:06PM"
slenderbodies,soraya,better like that,"April 4, 2019 at 01:14PM"
slenderbodies,soraya,the one,"April 4, 2019 at 01:14PM"
slenderbodies,soraya,queen,"April 4, 2019 at 01:14PM"
slenderbodies,soraya,take you home,"April 4, 2019 at 01:14PM"
slenderbodies,fabulist: extended,blood to gold,"April 4, 2019 at 01:28PM"
slenderbodies,fabulist: extended,amnesia,"April 4, 2019 at 01:36PM"
slenderbodies,fabulist: extended,pink hue,"April 4, 2019 at 01:36PM"
slenderbodies,fabulist: extended,windmarks,"April 4, 2019 at 01:36PM"
slenderbodies,fabulist: extended,lucid,"April 4, 2019 at 01:36PM"
slenderbodies,fabulist,"opal ocean, pt. 2","April 4, 2019 at 05:32PM"
slenderbodies,fabulist,opal ocean,"April 4, 2019 at 05:32PM"
slenderbodies,fabulist,mirage,"April 4, 2019 at 05:32PM"
"Attom, Blonde Maze",Anywhere,Anywhere,"April 4, 2019 at 11:43PM"
Burbank,the happiness of seeing someone again,the happiness of seeing someone again,"April 4, 2019 at 11:46PM"
Henry Green,Shift,Shift,"April 4, 2019 at 11:57PM"
EXES,Cain,Cain,"April 5, 2019 at 12:01AM"
Brad stank,Daddy Blue / O.T.D.,O.T.D.,"April 5, 2019 at 12:14AM"
Cautious Clay,Cold War,Cold War,"April 5, 2019 at 12:19AM"
"ford., Hanz, Ayelle",The Unknown,The Unknown,"April 5, 2019 at 12:23AM"
"Madson Project., Ok2222",Fine Without You,Fine Without You,"April 5, 2019 at 03:47AM"
Wallows,Pleaser,Pleaser,"April 5, 2019 at 03:54AM"
